indice_tiempo,cer_diario,uva_diario,uvi_diario,fecha_num,compra_usd,venta_usd,venta_usd_65
2021-09-07,34.4830430207789,87,89.91,20210907,97.151,103.42,170.643
2021-09-08,34.515938619144,87.08,90.03,20210908,97.218,103.527,170.81955
2021-09-09,34.5488655987416,87.16,90.14,20210909,97.234,103.543,170.84595
2021-09-10,34.5818239895084,87.25,90.26,20210910,97.246,103.555,170.86575
2021-09-11,34.6148138214095,87.33,90.38,20210911,97.315,103.624,170.9796
2021-09-12,34.6478351244385,87.33,90.38,20210912,97.315,103.624,170.9796
2021-09-13,34.6808879286179,87.33,90.38,20210913,97.315,103.624,170.9796
2021-09-14,34.7139722639986,87.58,90.73,20210914,97.316,103.617,170.96805
2021-09-15,34.7470881606602,87.66,90.85,20210915,97.4,103.706,171.1149
2021-09-16,34.775699813539,87.75,90.97,20210916,97.551,103.579,170.90535
2021-09-17,34.8043350259944,87.82,91.08,20210917,97.474,103.771,171.22215
2021-09-18,34.8329938174257,87.89,91.2,20210918,97.788,104.087,171.74355
2021-09-19,34.8616762072486,87.89,91.2,20210919,97.788,104.087,171.74355
2021-09-20,34.8903822148947,87.89,91.2,20210920,97.788,104.087,171.74355
2021-09-21,34.9191118598113,88.11,91.5,20210921,97.792,104.256,172.0224
2021-09-22,34.9478651614621,88.18,91.56,20210922,97.797,104.103,171.76995
2021-09-23,34.9766421393267,88.25,91.62,20210923,97.806,104.103,171.76995
2021-09-24,35.0054428129006,88.33,91.68,20210924,97.812,104.118,171.7947
2021-09-25,35.0342672016955,88.4,91.74,20210925,97.878,104.183,171.90195
2021-09-26,35.0631153252391,88.4,91.74,20210926,97.878,104.183,171.90195
2021-09-27,35.0919872030752,88.4,91.74,20210927,97.878,104.183,171.90195
2021-09-28,35.1208828547639,88.62,91.92,20210928,97.888,104.194,171.9201
2021-09-29,35.1498022998809,88.69,91.98,20210929,97.894,104.199,171.92835
2021-09-30,35.1787455580185,88.76,92.04,20210930,97.995,104.3,172.095
