20210129,29-01-2021,29,1,2021,29,01,86.585,92.701
20210128,28-01-2021,28,1,2021,28,01,86.201,92.581
20210127,27-01-2021,27,1,2021,27,01,86.176,92.444
20210126,26-01-2021,26,1,2021,26,01,86.147,92.395
20210125,25-01-2021,25,1,2021,25,01,86.106,92.354
20210122,22-01-2021,22,1,2021,22,01,85.756,92.004
20210121,21-01-2021,21,1,2021,21,01,85.663,91.911
20210120,20-01-2021,20,1,2021,20,01,85.531,91.764
20210119,19-01-2021,19,1,2021,19,01,85.498,91.766
20210118,18-01-2021,18,1,2021,18,01,85.181,91.309
20210115,15-01-2021,15,1,2021,15,01,84.896,91.143
20210114,14-01-2021,14,1,2021,14,01,84.95,91.187
20210113,13-01-2021,13,1,2021,13,01,84.934,91.031
20210112,12-01-2021,12,1,2021,12,01,84.828,91.074
20210111,11-01-2021,11,1,2021,11,01,84.739,90.987
20210108,08-01-2021,8,1,2021,08,01,84.511,90.79
20210107,07-01-2021,7,1,2021,07,01,84.44,90.726
20210106,06-01-2021,6,1,2021,06,01,84.375,90.548
20210105,05-01-2021,5,1,2021,05,01,84.278,90.546
20210104,04-01-2021,4,1,2021,04,01,83.98,90.218
20201230,30-12-2020,30,12,2020,30,12,83.768,89.87
20201229,29-12-2020,29,12,2020,29,12,83.461,89.701
20201228,28-12-2020,28,12,2020,28,12,82.989,89.239
20201223,23-12-2020,23,12,2020,23,12,82.678,88.924
20201222,22-12-2020,22,12,2020,22,12,82.554,88.8
20201221,21-12-2020,21,12,2020,21,12,82.515,88.763
20201218,18-12-2020,18,12,2020,18,12,82.019,88.264
20201217,17-12-2020,17,12,2020,17,12,81.933,88.18
20201216,16-12-2020,16,12,2020,16,12,81.879,88.126
20201215,15-12-2020,15,12,2020,15,12,81.88,88.116
20201214,14-12-2020,14,12,2020,14,12,81.934,87.959
20201211,11-12-2020,11,12,2020,11,12,81.737,87.85
20201210,10-12-2020,10,12,2020,10,12,81.589,87.838
20201209,09-12-2020,9,12,2020,09,12,81.13,87.38
20201204,04-12-2020,4,12,2020,04,12,80.918,87.168
20201203,03-12-2020,3,12,2020,03,12,80.887,87.138
20201202,02-12-2020,2,12,2020,02,12,80.883,87.004
20201201,01-12-2020,1,12,2020,01,12,80.619,86.946
20201130,30-11-2020,30,11,2020,30,11,80.42,86.721
20201127,27-11-2020,27,11,2020,27,11,80.311,86.611
20201126,26-11-2020,26,11,2020,26,11,80.227,86.527
20201125,25-11-2020,25,11,2020,25,11,79.882,86.189
20201124,24-11-2020,24,11,2020,24,11,79.835,86.127
20201120,20-11-2020,20,11,2020,20,11,79.606,85.907
20201119,19-11-2020,19,11,2020,19,11,79.44,85.74
20201118,18-11-2020,18,11,2020,18,11,79.387,85.569
20201117,17-11-2020,17,11,2020,17,11,79.304,85.604
20201116,16-11-2020,16,11,2020,16,11,79.302,85.602
20201113,13-11-2020,13,11,2020,13,11,78.965,85.265
20201112,12-11-2020,12,11,2020,12,11,78.902,85.14
20201111,11-11-2020,11,11,2020,11,11,78.934,85.042
20201110,10-11-2020,10,11,2020,10,11,78.941,85.03
20201109,09-11-2020,9,11,2020,09,11,78.713,84.951
20201105,05-11-2020,5,11,2020,05,11,78.396,84.634
20201104,04-11-2020,4,11,2020,04,11,78.383,84.619
20201103,03-11-2020,3,11,2020,03,11,78.349,84.517
20201102,02-11-2020,2,11,2020,02,11,78.155,84.412
20201030,30-10-2020,30,10,2020,30,10,77.699,83.89
20201029,29-10-2020,29,10,2020,29,10,77.604,83.903
20201028,28-10-2020,28,10,2020,28,10,77.602,83.9
20201027,27-10-2020,27,10,2020,27,10,77.588,83.887
20201026,26-10-2020,26,10,2020,26,10,77.58,83.895
20201023,23-10-2020,23,10,2020,23,10,77.556,83.847
20201022,22-10-2020,22,10,2020,22,10,77.485,83.778
20201021,21-10-2020,21,10,2020,21,10,77.184,83.316
20201020,20-10-2020,20,10,2020,20,10,77.052,83.272
20201019,19-10-2020,19,10,2020,19,10,76.997,83.212
20201016,16-10-2020,16,10,2020,16,10,76.987,83.204
20201015,15-10-2020,15,10,2020,15,10,76.77,82.993
20201014,14-10-2020,14,10,2020,14,10,76.743,82.954
20201013,13-10-2020,13,10,2020,13,10,76.691,82.925
20201009,09-10-2020,9,10,2020,09,10,76.53,82.738
20201008,08-10-2020,8,10,2020,08,10,76.499,82.793
20201007,07-10-2020,7,10,2020,07,10,76.523,82.721
20201006,06-10-2020,6,10,2020,06,10,76.668,82.717
20201005,05-10-2020,5,10,2020,05,10,76.59,82.639
20201002,02-10-2020,2,10,2020,02,10,76.47,82.439
20201001,01-10-2020,1,10,2020,01,10,75.757,80.804
20200930,30-09-2020,30,9,2020,30,09,75.436,80.625
20200929,29-09-2020,29,9,2020,29,09,75.203,80.235
20200928,28-09-2020,28,9,2020,28,09,75.122,80.155
20200925,25-09-2020,25,9,2020,25,09,75.011,80.048
20200924,24-09-2020,24,9,2020,24,09,74.985,79.993
20200923,23-09-2020,23,9,2020,23,09,74.883,79.891
20200922,22-09-2020,22,9,2020,22,09,74.851,79.859
20200921,21-09-2020,21,9,2020,21,09,74.703,79.711
20200918,18-09-2020,18,9,2020,18,09,74.851,79.594
20200917,17-09-2020,17,9,2020,17,09,74.579,79.587
20200916,16-09-2020,16,9,2020,16,09,74.544,79.552
20200915,15-09-2020,15,9,2020,15,09,74.393,79.356
20200914,14-09-2020,14,9,2020,14,09,74.28,79.244
20200911,11-09-2020,11,9,2020,11,09,74.172,79.131
20200910,10-09-2020,10,9,2020,10,09,74.111,79.071
20200909,09-09-2020,9,9,2020,09,09,74.081,79.045
20200908,08-09-2020,8,9,2020,08,09,74.064,79.028
20200907,07-09-2020,7,9,2020,07,09,73.981,78.944
20200904,04-09-2020,4,9,2020,04,09,73.677,78.638
20200903,03-09-2020,3,9,2020,03,09,73.652,78.632
20200902,02-09-2020,2,9,2020,02,09,73.646,78.626
20200901,01-09-2020,1,9,2020,01,09,73.524,78.498
20200831,31-08-2020,31,8,2020,31,08,73.388,78.362
20200828,28-08-2020,28,8,2020,28,08,73.212,78.176
20200827,27-08-2020,27,8,2020,27,08,73.162,78.127
20200826,26-08-2020,26,8,2020,26,08,72.988,77.951
20200825,25-08-2020,25,8,2020,25,08,72.975,77.938
20200824,24-08-2020,24,8,2020,24,08,72.983,77.946
20200821,21-08-2020,21,8,2020,21,08,72.846,77.802
20200820,20-08-2020,20,8,2020,20,08,72.792,77.765
20200819,19-08-2020,19,8,2020,19,08,72.734,77.698
20200818,18-08-2020,18,8,2020,18,08,72.579,77.543
20200814,14-08-2020,14,8,2020,14,08,72.439,77.394
20200813,13-08-2020,13,8,2020,13,08,72.466,77.415
20200812,12-08-2020,12,8,2020,12,08,72.358,77.321
20200811,11-08-2020,11,8,2020,11,08,72.213,77.167
20200810,10-08-2020,10,8,2020,10,08,72.177,77.132
20200807,07-08-2020,7,8,2020,07,08,71.944,76.908
20200806,06-08-2020,6,8,2020,06,08,71.936,76.89
20200805,05-08-2020,5,8,2020,05,08,71.931,76.885
20200804,04-08-2020,4,8,2020,04,08,71.739,76.694
20200803,03-08-2020,3,8,2020,03,08,71.696,76.64
20200731,31-07-2020,31,7,2020,31,07,71.431,76.386
20200730,30-07-2020,30,7,2020,30,07,71.324,76.271
20200729,29-07-2020,29,7,2020,29,07,71.112,76.056
20200728,28-07-2020,28,7,2020,28,07,71.148,76.102
20200727,27-07-2020,27,7,2020,27,07,71.046,75.999
20200724,24-07-2020,24,7,2020,24,07,70.956,75.916
20200723,23-07-2020,23,7,2020,23,07,70.901,75.861
20200722,22-07-2020,22,7,2020,22,07,70.717,75.663
20200721,21-07-2020,21,7,2020,21,07,70.716,75.641
20200720,20-07-2020,20,7,2020,20,07,70.636,75.562
20200717,17-07-2020,17,7,2020,17,07,70.327,75.253
20200716,16-07-2020,16,7,2020,16,07,70.281,75.214
20200715,15-07-2020,15,7,2020,15,07,70.287,75.212
20200714,14-07-2020,14,7,2020,14,07,70.177,75.093
20200713,13-07-2020,13,7,2020,13,07,70.068,74.985
20200708,08-07-2020,8,7,2020,08,07,69.788,74.715
20200707,07-07-2020,7,7,2020,07,07,69.71,74.637
20200706,06-07-2020,6,7,2020,06,07,69.68,74.607
20200703,03-07-2020,3,7,2020,03,07,69.393,74.319
20200702,02-07-2020,2,7,2020,02,07,69.266,74.181
20200701,01-07-2020,1,7,2020,01,07,69.218,74.127
20200630,30-06-2020,30,6,2020,30,06,69.156,74.074
20200629,29-06-2020,29,6,2020,29,06,68.894,73.862
20200626,26-06-2020,26,6,2020,26,06,68.677,73.557
20200625,25-06-2020,25,6,2020,25,06,68.631,73.532
20200624,24-06-2020,24,6,2020,24,06,68.601,73.514
20200623,23-06-2020,23,6,2020,23,06,68.547,73.436
20200622,22-06-2020,22,6,2020,22,06,68.264,73.129
