indice_tiempo,cer_diario,uva_diario,uvi_diario
2019-07-08,15.215320763350775,38.31,35.27
2019-07-09,15.2308123660276,38.31,35.27
2019-07-10,15.24631974160578,38.31,35.27
2019-07-11,15.261842906144622,38.5,35.45
2019-07-12,15.277381875719788,38.54,35.48
2019-07-13,15.292936666423303,38.58,35.52
2019-07-14,15.308507294363578,38.58,35.52
2019-07-15,15.324093775665423,38.58,35.52
2019-07-16,15.33726922510915,38.7,35.63
2019-07-17,15.350456002626862,38.73,35.66
2019-07-18,15.363654117958284,38.76,35.7
2019-07-19,15.376863580851516,38.8,35.74
2019-07-20,15.39008440106304,38.83,35.77
2019-07-21,15.403316588357724,38.83,35.77
2019-07-22,15.416560152508833,38.83,35.77
2019-07-23,15.429815103298035,38.93,35.81
2019-07-24,15.443081450515407,38.97,35.83
2019-07-25,15.456359203959448,39.0,35.84
2019-07-26,15.469648373437074,39.03,35.86
2019-07-27,15.482948968763639,39.07,35.87
2019-07-28,15.496260999762933,39.07,35.87
2019-07-29,15.509584476267195,39.07,35.87
2019-07-30,15.522919408117115,39.17,35.91
2019-07-31,15.536265805161845,39.2,35.93
2019-08-01,15.549623677259005,39.23,35.94
2019-08-02,15.56299303427469,39.27,35.95
2019-08-03,15.576373886083479,39.3,35.97
2019-08-04,15.58976624256844,39.3,35.97
2019-08-05,15.603170113621138,39.3,35.97
2019-08-06,15.616585509141645,39.4,36.01
2019-08-07,15.630012439038541,39.44,36.02
2019-08-08,15.64345091322893,39.47,36.04
2019-08-09,15.656900941638439,39.5,36.05
2019-08-10,15.67036253420123,39.54,36.06
2019-08-11,15.683835700860005,39.54,36.06
2019-08-12,15.697320451566018,39.54,36.06
2019-08-13,15.710816796279074,39.64,36.11
2019-08-14,15.724324744967547,39.67,36.12
2019-08-15,15.737844307608377,39.71,36.13
2019-08-16,15.748895894866525,39.74,36.15
2019-08-17,15.75995524288139,39.77,36.16
2019-08-18,15.771022357102808,39.77,36.16
2019-08-19,15.782097242984443,39.77,36.16
2019-08-20,15.79317990598379,39.77,36.16
2019-08-21,15.804270351562174,39.88,36.21
2019-08-22,15.815368585184755,39.91,36.22
2019-08-23,15.826474612320533,39.94,36.23
2019-08-24,15.837588438442346,39.97,36.24
2019-08-25,15.848710069026875,39.97,36.24
2019-08-26,15.859839509554652,39.97,36.24
2019-08-27,15.87097676551005,40.05,36.28
2019-08-28,15.8821218423813,40.08,36.29
2019-08-29,15.893274745660484,40.11,36.3
2019-08-30,15.90443548084354,40.14,36.31
2019-08-31,15.915604053430267,40.16,36.32
2019-09-01,15.926780468924324,40.16,36.32
2019-09-02,15.937964732833237,40.16,36.32
2019-09-03,15.949156850668398,40.25,36.35
2019-09-04,15.960356827945072,40.28,36.36
2019-09-05,15.971564670182394,40.31,36.37
2019-09-06,15.982780382903375,40.33,36.38
2019-09-07,15.994003971634905,40.36,36.39
2019-09-08,16.005235441907757,40.36,36.39
2019-09-09,16.016474799256585,40.36,36.39
2019-09-10,16.027722049219932,40.45,36.42
2019-09-11,16.038977197340227,40.48,36.43
2019-09-12,16.050240249163796,40.5,36.44
2019-09-13,16.061511210240855,40.53,36.45
2019-09-14,16.07279008612552,40.56,36.47
2019-09-15,16.084076882375804,40.56,36.47
2019-09-16,16.105118265871248,40.56,36.47
2019-09-17,16.126187175958528,40.67,36.5
2019-09-18,16.147283648648266,40.72,36.51
2019-09-19,16.168407719998186,40.78,36.52
2019-09-20,16.189559426113192,40.83,36.53
2019-09-21,16.210738803145418,40.88,36.61
2019-09-22,16.23194588729429,40.88,36.61
2019-09-23,16.253180714806593,40.88,36.61
2019-09-24,16.27444332197653,41.04,36.85
2019-09-25,16.295733745145785,41.1,36.93
2019-09-26,16.31705202070358,41.15,37.01
2019-09-27,16.338398185086753,41.21,37.09
2019-09-28,16.359772274779793,41.26,37.17
2019-09-29,16.381174326314934,41.26,37.17
2019-09-30,16.402604376272194,41.26,37.17
2019-10-01,16.424062461279448,41.42,37.41
2019-10-02,16.445548618012484,41.48,37.49
2019-10-03,16.467062883195073,41.53,37.57
2019-10-04,16.48860529359903,41.58,37.65
2019-10-05,16.51017588604427,41.64,37.73
2019-10-06,16.53177469739888,41.64,37.73
2019-10-07,16.55340176457918,41.64,37.73
2019-10-08,16.575057124549783,41.8,37.98
2019-10-09,16.596740814323656,41.86,38.06
2019-10-10,16.61845287096219,41.91,38.14
2019-10-11,16.64019333157526,41.97,38.23
2019-10-12,16.66196223332129,42.02,38.31
2019-10-13,16.68375961340731,42.02,38.31
2019-10-14,16.705585509089033,42.02,38.31
2019-10-15,16.7274399576709,42.02,38.31
