indice_tiempo,cer_diario,uva_diario,uvi_diario
2017-11-04,8.142090317235699,20.55,21.71
2017-11-05,8.147113232068566,20.55,21.71
2017-11-06,8.152139245574187,20.55,21.71
2017-11-07,8.157168359664155,20.55,21.71
2017-11-08,8.162200576251243,20.6,21.74
2017-11-09,8.167235897249403,20.61,21.74
2017-11-10,8.17227432457377,20.62,21.75
2017-11-11,8.17731586014066,20.64,21.76
2017-11-12,8.182360505867567,20.64,21.76
2017-11-13,8.187408263673175,20.64,21.76
2017-11-14,8.192459135477348,20.68,21.78
2017-11-15,8.197513123201132,20.69,21.79
2017-11-16,8.20166189178696,20.7,21.8
2017-11-17,8.205812760068213,20.71,21.8
2017-11-18,8.209965729107545,20.72,21.81
2017-11-19,8.214120799968152,20.72,21.81
2017-11-20,8.218277973713768,20.72,21.81
2017-11-21,8.222437251408666,20.72,21.81
2017-11-22,8.226598634117654,20.76,21.84
2017-11-23,8.230762122906084,20.77,21.85
2017-11-24,8.234927718839844,20.79,21.85
2017-11-25,8.239095422985361,20.8,21.86
2017-11-26,8.243265236409604,20.8,21.86
2017-11-27,8.24743716018008,20.8,21.86
2017-11-28,8.251611195364838,20.83,21.88
2017-11-29,8.255787343032466,20.84,21.89
2017-11-30,8.26,20.85,21.89
2017-12-01,8.2641,20.86,21.9
2017-12-02,8.2683,20.87,21.91
2017-12-03,8.2725,20.87,21.91
2017-12-04,8.2767,20.87,21.91
2017-12-05,8.2809,20.9,21.93
2017-12-06,8.2851,20.91,21.93
2017-12-07,8.2893,20.92,21.94
2017-12-08,8.2935,20.93,21.94
2017-12-09,8.2977,20.93,21.94
2017-12-10,8.3019,20.93,21.94
2017-12-11,8.3061,20.93,21.94
2017-12-12,8.3103,20.98,21.97
2017-12-13,8.3145,20.99,21.98
2017-12-14,8.3187,21.0,21.98
2017-12-15,8.3229,21.01,21.99
2017-12-16,8.3267,21.02,22.0
2017-12-17,8.3305,21.02,22.0
2017-12-18,8.3344,21.02,22.0
2017-12-19,8.3382,21.05,22.02
2017-12-20,8.342,21.06,22.02
2017-12-21,8.3459,21.07,22.03
2017-12-22,8.3497,21.08,22.03
2017-12-23,8.3535,21.09,22.04
2017-12-24,8.3574,21.09,22.04
2017-12-25,8.3612,21.09,22.04
2017-12-26,8.3651,21.09,22.04
2017-12-27,8.3689,21.12,22.06
2017-12-28,8.3728,21.13,22.07
2017-12-29,8.376610495509427,21.14,22.07
2017-12-30,8.38046063662894,21.15,22.08
2017-12-31,8.384312547388648,21.15,22.08
2018-01-01,8.388166228601932,21.15,22.08
2018-01-02,8.392021681082545,21.15,22.08
2018-01-03,8.395878905644615,21.19,22.1
2018-01-04,8.399737903102643,21.2,22.11
2018-01-05,8.403598674271507,21.21,22.11
2018-01-06,8.407461219966455,21.22,22.12
2018-01-07,8.411325541003114,21.22,22.12
2018-01-08,8.415191638197484,21.22,22.12
2018-01-09,8.41905951236594,21.25,22.13
2018-01-10,8.422929164325234,21.26,22.14
2018-01-11,8.42680059489249,21.27,22.14
2018-01-12,8.430673804885208,21.28,22.15
2018-01-13,8.434548795121268,21.29,22.15
2018-01-14,8.438425566418923,21.29,22.15
2018-01-15,8.442304119596802,21.29,22.15
2018-01-16,8.450622306255045,21.32,22.17
2018-01-17,8.458948688807242,21.34,22.18
2018-01-18,8.467283275328791,21.36,22.18
2018-01-19,8.475626073903047,21.38,22.19
2018-01-20,8.483977092621332,21.4,22.19
2018-01-21,8.492336339582938,21.4,22.19
2018-01-22,8.500703822895138,21.4,22.19
2018-01-23,8.509079550673194,21.47,22.21
2018-01-24,8.517463531040361,21.49,22.22
2018-01-25,8.525855772127901,21.51,22.23
2018-01-26,8.534256282075086,21.53,22.23
2018-01-27,8.542665069029209,21.55,22.24
2018-01-28,8.551082141145587,21.55,22.24
2018-01-29,8.559507506587577,21.55,22.24
2018-01-30,8.56794117352658,21.62,22.26
2018-01-31,8.576383150142041,21.64,22.26
2018-02-01,8.584833444621472,21.66,22.27
2018-02-02,8.593292065160448,21.68,22.28
2018-02-03,8.60175901996262,21.7,22.28
2018-02-04,8.61023431723972,21.7,22.28
2018-02-05,8.618717965211578,21.7,22.28
2018-02-06,8.627209972106115,21.77,22.3
2018-02-07,8.635710346159364,21.79,22.31
2018-02-08,8.644219095615469,21.81,22.32
2018-02-09,8.652736228726699,21.83,22.32
2018-02-10,8.661261753753454,21.85,22.33
2018-02-11,8.669795678964274,21.85,22.33
2018-02-12,8.678338012635844,21.85,22.33
2018-02-13,8.686888763053005,21.85,22.33
2018-02-14,8.695447938508762,21.85,22.33
2018-02-15,8.704015547304287,21.96,22.36
2018-02-16,8.709653758078348,21.98,22.37
2018-02-17,8.715295621123083,21.99,22.37
2018-02-18,8.72094113880433,21.99,22.37
2018-02-19,8.726590313489455,21.99,22.37
2018-02-20,8.73224314754736,22.04,22.39
2018-02-21,8.73789964334848,22.05,22.4
2018-02-22,8.743559803264791,22.07,22.41
2018-02-23,8.749223629669798,22.08,22.42
2018-02-24,8.754891124938547,22.09,22.43
2018-02-25,8.760562291447625,22.09,22.43
2018-02-26,8.766237131575155,22.09,22.43
2018-02-27,8.771915647700798,22.14,22.45
2018-02-28,8.777597842205763,22.15,22.46
2018-03-01,8.783283717472798,22.17,22.47
2018-03-02,8.788973275886194,22.18,22.48
2018-03-03,8.794666519831788,22.2,22.49
2018-03-04,8.80036345169696,22.2,22.49
2018-03-05,8.806064073870639,22.2,22.49
2018-03-06,8.811768388743301,22.24,22.51
2018-03-07,8.81747639870697,22.25,22.52
2018-03-08,8.82318810615522,22.27,22.53
2018-03-09,8.828903513483175,22.28,22.54
2018-03-10,8.83462262308751,22.3,22.55
2018-03-11,8.840345437366453,22.3,22.55
2018-03-12,8.846071958719786,22.3,22.55
2018-03-13,8.851802189548845,22.34,22.58
2018-03-14,8.857536132256522,22.35,22.58
2018-03-15,8.863273789247264,22.37,22.59
2018-03-16,8.870057224674552,22.38,22.6
2018-03-17,8.876845851749676,22.4,22.61
2018-03-18,8.883639674446025,22.4,22.61
2018-03-19,8.890438696740024,22.4,22.61
2018-03-20,8.897242922611142,22.45,22.64
2018-03-21,8.904052356041896,22.47,22.65
2018-03-22,8.91086700101785,22.49,22.67
2018-03-23,8.917686861527619,22.5,22.69
2018-03-24,8.92451194156287,22.52,22.71
2018-03-25,8.931342245118323,22.52,22.71
2018-03-26,8.93817777619176,22.52,22.71
2018-03-27,8.945018538784018,22.57,22.76
2018-03-28,8.951864536898997,22.59,22.78
2018-03-29,8.958715774543665,22.61,22.79
2018-03-30,8.965572255728052,22.61,22.79
2018-03-31,8.97243398446526,22.61,22.79
2018-04-01,8.979300964771461,22.61,22.79
2018-04-02,8.9861732006659,22.61,22.79
2018-04-03,8.993050696170902,22.61,22.79
2018-04-04,8.999933455311867,22.71,22.9
2018-04-05,9.006821482117275,22.73,22.92
2018-04-06,9.01371478061869,22.75,22.93
2018-04-07,9.020613354850765,22.76,22.95
2018-04-08,9.027517208851236,22.76,22.95
2018-04-09,9.034426346660933,22.76,22.95
2018-04-10,9.041340772323775,22.81,23.0
2018-04-11,9.04826048988678,22.83,23.02
2018-04-12,9.05518550340006,22.85,23.04
2018-04-13,9.062115816916826,22.87,23.06
2018-04-14,9.069051434493398,22.88,23.07
2018-04-15,9.075992360189192,22.88,23.07
2018-04-16,9.082874415099981,22.88,23.07
2018-04-17,9.089761688468203,22.94,23.13
2018-04-18,9.096654184250859,22.95,23.14
2018-04-19,9.10355190640795,22.97,23.16
2018-04-20,9.110454858902482,22.99,23.18
2018-04-21,9.117363045700463,23.01,23.19
2018-04-22,9.124276470770909,23.01,23.19
2018-04-23,9.131195138085847,23.01,23.19
2018-04-24,9.138119051620315,23.06,23.23
2018-04-25,9.145048215352364,23.08,23.25
2018-04-26,9.151982633263064,23.09,23.26
2018-04-27,9.1589223093365,23.11,23.27
2018-04-28,9.165867247559783,23.13,23.28
2018-04-29,9.172817451923043,23.13,23.28
2018-04-30,9.179772926419439,23.13,23.28
2018-05-01,9.186733675045154,23.13,23.28
2018-05-02,9.193699701799405,23.13,23.28
2018-05-03,9.200671010684438,23.22,23.35
2018-05-04,9.207647605705537,23.23,23.36
2018-05-05,9.214629490871022,23.25,23.38
2018-05-06,9.221616670192251,23.25,23.38
2018-05-07,9.228609147683626,23.25,23.38
2018-05-08,9.235606927362591,23.31,23.42
2018-05-09,9.242610013249637,23.32,23.43
2018-05-10,9.249618409368303,23.34,23.44
2018-05-11,9.25663211974518,23.36,23.46
2018-05-12,9.263651148409913,23.38,23.47
2018-05-13,9.2706754993952,23.38,23.47
2018-05-14,9.277705176736799,23.38,23.47
2018-05-15,9.284740184473526,23.43,23.51
2018-05-16,9.29272307903744,23.45,23.52
2018-05-17,9.300712837186587,23.47,23.53
2018-05-18,9.308709464822185,23.49,23.55
2018-05-19,9.316712967850526,23.51,23.56
2018-05-20,9.324723352182978,23.51,23.56
2018-05-21,9.332740623735997,23.51,23.56
2018-05-22,9.340764788431121,23.57,23.65
2018-05-23,9.34879585219498,23.59,23.69
2018-05-24,9.3568338209593,23.61,23.73
2018-05-25,9.36487870066091,23.63,23.76
2018-05-26,9.372930497241738,23.63,23.76
2018-05-27,9.380989216648825,23.63,23.76
2018-05-28,9.389054864834323,23.63,23.76
2018-05-29,9.397127447755503,23.71,23.92
2018-05-30,9.405206971374758,23.73,23.96
2018-05-31,9.413293441659606,23.75,23.99
2018-06-01,9.421386864582697,23.77,24.03
2018-06-02,9.429487246121814,23.79,24.07
2018-06-03,9.437594592259883,23.79,24.07
2018-06-04,9.445708908984972,23.79,24.07
2018-06-05,9.453830202290298,23.85,24.19
2018-06-06,9.46195847817423,23.87,24.23
2018-06-07,9.470093742640296,23.89,24.27
2018-06-08,9.478236001697184,23.92,24.3
2018-06-09,9.486385261358748,23.94,24.34
2018-06-10,9.494541527644017,23.94,24.34
2018-06-11,9.502704806577189,23.94,24.34
2018-06-12,9.510875104187644,24.0,24.46
2018-06-13,9.519052426509948,24.02,24.5
2018-06-14,9.527236779583852,24.04,24.54
2018-06-15,9.535428169454303,24.06,24.58
2018-06-16,9.54203613834804,24.08,24.62
2018-06-17,9.548648686506823,24.08,24.62
2018-06-18,9.55526581710404,24.08,24.62
2018-06-19,9.561887533315282,24.13,24.74
2018-06-20,9.568513838318342,24.15,24.78
2018-06-21,9.575144735293211,24.15,24.78
2018-06-22,9.581780227422085,24.18,24.82
2018-06-23,9.588420317889366,24.2,24.84
2018-06-24,9.595065009881663,24.2,24.84
2018-06-25,9.601714306587793,24.2,24.84
2018-06-26,9.608368211198782,24.25,24.9
2018-06-27,9.615026726907868,24.26,24.93
2018-06-28,9.621689856910503,24.28,24.95
2018-06-29,9.628357604404352,24.3,24.97
2018-06-30,9.635029972589296,24.31,24.99
2018-07-01,9.641706964667433,24.31,24.99
2018-07-02,9.648388583843083,24.31,24.99
2018-07-03,9.655074833322782,24.37,25.05
2018-07-04,9.661765716315292,24.38,25.08
2018-07-05,9.668461236031597,24.4,25.1
2018-07-06,9.675161395684906,24.42,25.12
2018-07-07,9.681866198490656,24.43,25.14
2018-07-08,9.688575647666509,24.43,25.14
2018-07-09,9.695289746432362,24.43,25.14
2018-07-10,9.702008498010338,24.43,25.14
2018-07-11,9.708731905624797,24.5,25.23
2018-07-12,9.71545997250233,24.52,25.25
2018-07-13,9.722192701871768,24.53,25.27
2018-07-14,9.728930096964175,24.55,25.29
2018-07-15,9.73567216101286,24.55,25.29
2018-07-16,9.747089035534039,24.55,25.29
2018-07-17,9.758519298450151,24.61,25.36
2018-07-18,9.769962965461565,24.64,25.38
2018-07-19,9.781420052287057,24.67,25.4
2018-07-20,9.79289057466384,24.7,25.42
2018-07-21,9.80437454834758,24.73,25.44
2018-07-22,9.815871989112418,24.73,25.44
2018-07-23,9.827382912750998,24.73,25.44
2018-07-24,9.83890733507448,24.82,25.5
2018-07-25,9.850445271912564,24.85,25.52
2018-07-26,9.861996739113518,24.88,25.54
2018-07-27,9.873561752544191,24.9,25.56
2018-07-28,9.885140328090042,24.93,25.58
2018-07-29,9.896732481655155,24.93,25.58
2018-07-30,9.908338229162268,24.93,25.58
2018-07-31,9.91995758655279,25.02,25.64
2018-08-01,9.931590569786824,25.05,25.66
2018-08-02,9.943237194843187,25.08,25.69
2018-08-03,9.954897477719438,25.11,25.71
2018-08-04,9.966571434431895,25.14,25.73
2018-08-05,9.978259081015656,25.14,25.73
2018-08-06,9.989960433524626,25.14,25.73
2018-08-07,10.001675508031536,25.23,25.79
2018-08-08,10.013404320627961,25.26,25.81
2018-08-09,10.025146887424352,25.29,25.83
2018-08-10,10.036903224550048,25.32,25.85
2018-08-11,10.048673348153306,25.35,25.87
2018-08-12,10.060457274401317,25.35,25.87
2018-08-13,10.072255019480234,25.35,25.87
2018-08-14,10.08406659959519,25.44,25.93
2018-08-15,10.095892030970317,25.47,25.95
2018-08-16,10.105839494743881,25.5,25.97
2018-08-17,10.11579675973513,25.52,25.99
2018-08-18,10.125763835601186,25.55,26.01
2018-08-19,10.135740732008687,25.55,26.01
2018-08-20,10.145727458633793,25.55,26.01
2018-08-21,10.1557240251622,25.55,26.01
2018-08-22,10.165730441289147,25.65,26.09
2018-08-23,10.175746716719424,25.67,26.11
2018-08-24,10.185772861167385,25.7,26.12
2018-08-25,10.195808884356953,25.72,26.14
2018-08-26,10.205854796021638,25.72,26.14
2018-08-27,10.215910605904533,25.72,26.14
2018-08-28,10.225976323758335,25.8,26.19
2018-08-29,10.23605195934535,25.82,26.21
2018-08-30,10.2461375224375,25.85,26.22
2018-08-31,10.25623302281634,25.87,26.24
2018-09-01,10.26633847027306,25.9,26.26
2018-09-02,10.276453874608498,25.9,26.26
2018-09-03,10.286579245633146,25.9,26.26
2018-09-04,10.296714593167165,25.98,26.31
2018-09-05,10.306859927040392,26.0,26.32
2018-09-06,10.317015257092349,26.03,26.34
2018-09-07,10.327180593172251,26.05,26.36
2018-09-08,10.33735594513902,26.08,26.37
2018-09-09,10.347541322861291,26.08,26.37
2018-09-10,10.357736736217422,26.08,26.37
2018-09-11,10.367942195095505,26.16,26.43
2018-09-12,10.378157709393374,26.18,26.44
2018-09-13,10.388383289018615,26.21,26.46
2018-09-14,10.398618943888575,26.23,26.48
2018-09-15,10.408864683930377,26.26,26.49
2018-09-16,10.422147477086419,26.26,26.49
2018-09-17,10.435447220467042,26.26,26.49
2018-09-18,10.448763935702495,26.35,26.54
2018-09-19,10.462097644450628,26.39,26.56
2018-09-20,10.475448368396929,26.42,26.58
2018-09-21,10.488816129254559,26.45,26.61
2018-09-22,10.502200948764388,26.49,26.64
2018-09-23,10.51560284869503,26.49,26.64
2018-09-24,10.529021850842877,26.49,26.64
2018-09-25,10.542457977032134,26.59,26.73
2018-09-26,10.555911249114859,26.62,26.77
2018-09-27,10.569381688970994,26.66,26.8
2018-09-28,10.582869318508402,26.69,26.83
2018-09-29,10.596374159662904,26.73,26.86
2018-09-30,10.60989623439831,26.73,26.86
2018-10-01,10.623435564706462,26.73,26.86
2018-10-02,10.636992172607263,26.83,26.96
2018-10-03,10.650566080148717,26.86,26.99
2018-10-04,10.664157309406965,26.9,27.02
2018-10-05,10.677765882486318,26.93,27.05
2018-10-06,10.691391821519291,26.96,27.08
2018-10-07,10.70503514866665,26.96,27.08
2018-10-08,10.718695886117432,26.96,27.08
2018-10-09,10.732374056088997,27.07,27.18
2018-10-10,10.746069680827052,27.1,27.21
2018-10-11,10.759782782605694,27.14,27.24
2018-10-12,10.773513383727442,27.17,27.28
2018-10-13,10.787261506523278,27.21,27.31
2018-10-14,10.801027173352677,27.21,27.31
2018-10-15,10.814810406603652,27.21,27.31
2018-10-16,10.836802430814144,27.21,27.31
2018-10-17,10.85883917602396,27.37,27.44
2018-10-18,10.880920733173694,27.42,27.47
2018-10-19,10.90304719338887,27.48,27.5
2018-10-20,10.92521864798032,27.53,27.53
2018-10-21,10.947435188444551,27.53,27.53
2018-10-22,10.969696906464135,27.53,27.53
2018-10-23,10.992003893908077,27.7,27.73
2018-10-24,11.0143562428322,27.76,27.8
2018-10-25,11.036754045479524,27.81,27.87
2018-10-26,11.059197394280648,27.87,27.93
2018-10-27,11.081686381854126,27.93,28.0
2018-10-28,11.104221101006855,27.93,28.0
2018-10-29,11.126801644734453,27.93,28.0
2018-10-30,11.149428106221649,28.1,28.2
2018-10-31,11.172100578842661,28.16,28.27
2018-11-01,11.194819156161588,28.21,28.34
2018-11-02,11.217583931932788,28.27,28.4
2018-11-03,11.240395000101275,28.33,28.47
2018-11-04,11.263252454803094,28.33,28.47
2018-11-05,11.286156390365724,28.33,28.47
2018-11-06,11.309106901308455,28.5,28.68
2018-11-07,11.332104082342784,28.5,28.68
2018-11-08,11.355148028372806,28.62,28.81
2018-11-09,11.378238834495603,28.68,28.88
2018-11-10,11.401376596001638,28.73,28.95
2018-11-11,11.42456140837515,28.73,28.95
2018-11-12,11.447793367294542,28.73,28.95
2018-11-13,11.471072568632785,28.91,29.16
2018-11-14,11.494399108457804,28.97,29.23
2018-11-15,11.517773083032884,29.03,29.3
2018-11-16,11.537982389017513,29.09,29.37
2018-11-17,11.558227154638777,29.14,29.44
2018-11-18,11.578507442114837,29.14,29.44
2018-11-19,11.598823313773023,29.14,29.44
2018-11-20,11.619174832050023,29.14,29.44
2018-11-21,11.63956205949208,29.34,29.68
2018-11-22,11.659985058755183,29.39,29.71
2018-11-23,11.680443892605254,29.45,29.74
2018-11-24,11.700938623918349,29.5,29.77
2018-11-25,11.721469315680846,29.5,29.77
2018-11-26,11.74203603098964,29.5,29.77
2018-11-27,11.762638833052339,29.65,29.85
2018-11-28,11.783277785187455,29.7,29.88
2018-11-29,11.803952950824598,29.76,29.91
2018-11-30,11.824664393504676,29.81,29.94
2018-12-01,11.845412176880085,29.81,29.94
2018-12-02,11.866196364714908,29.81,29.94
2018-12-03,11.887017020885107,29.81,29.94
2018-12-04,11.907874209378727,30.02,30.05
2018-12-05,11.928767994296084,30.07,30.08
2018-12-06,11.949698439849966,30.12,30.11
2018-12-07,11.97066561036583,30.18,30.14
2018-12-08,11.991669570282,30.23,30.17
2018-12-09,12.012710384149864,30.23,30.17
2018-12-10,12.033788116634074,30.23,30.17
2018-12-11,12.054902832512745,30.39,30.25
2018-12-12,12.076054596677652,30.44,30.28
2018-12-13,12.097243474134428,30.5,30.31
2018-12-14,12.11846953000277,30.55,30.34
2018-12-15,12.139732829516632,30.6,30.37
2018-12-16,12.152074111343557,30.6,30.37
2018-12-17,12.16442793934751,30.6,30.37
2018-12-18,12.176794326282963,30.72,30.46
2018-12-19,12.189173284917356,30.75,30.49
2018-12-20,12.20156482803111,30.78,30.51
2018-12-21,12.213968968417635,30.81,30.54
2018-12-22,12.226385718883352,30.84,30.56
2018-12-23,12.238815092247695,30.84,30.56
2018-12-24,12.251257101343136,30.84,30.56
2018-12-25,12.263711759015187,30.84,30.56
2018-12-26,12.276179078122425,30.84,30.56
2018-12-27,12.288659071536493,31.0,30.66
2018-12-28,12.301151752142124,31.03,30.69
2018-12-29,12.313657132837147,31.06,30.71
2018-12-30,12.326175226532502,31.06,30.71
2018-12-31,12.338706046152259,31.06,30.71
2019-01-01,12.351249604633622,31.06,30.71
2019-01-02,12.36380591492695,31.06,30.71
2019-01-03,12.376374989995762,31.22,30.82
2019-01-04,12.388956842816764,31.25,30.84
2019-01-05,12.401551486379848,31.29,30.86
2019-01-06,12.414158933688114,31.29,30.86
2019-01-07,12.42677919775788,31.29,30.86
2019-01-08,12.439412291618694,31.38,30.92
2019-01-09,12.452058228313359,31.41,30.95
2019-01-10,12.464717020897925,31.45,30.97
2019-01-11,12.477388682441724,31.48,30.99
2019-01-12,12.490073226027372,31.51,31.01
2019-01-13,12.50277066475078,31.51,31.01
2019-01-14,12.51548101172118,31.51,31.01
2019-01-15,12.528204280061127,31.61,31.08
2019-01-16,12.538581826526066,31.64,31.1
2019-01-17,12.548967969072953,31.66,31.12
2019-01-18,12.559362714822218,31.69,31.14
2019-01-19,12.569766070900194,31.72,31.16
2019-01-20,12.580178044439114,31.72,31.16
2019-01-21,12.59059864257712,31.72,31.16
2019-01-22,12.60102787245827,31.8,31.24
2019-01-23,12.611465741232532,31.82,31.27
2019-01-24,12.621912256055804,31.85,31.3
2019-01-25,12.632367424089907,31.87,31.33
2019-01-26,12.642831252502596,31.9,31.36
2019-01-27,12.653303748467565,31.9,31.36
2019-01-28,12.663784919164446,31.9,31.36
2019-01-29,12.674274771778821,31.98,31.45
2019-01-30,12.684773313502225,32.01,31.47
2019-01-31,12.695280551532147,32.03,31.5
2019-02-01,12.70579649307204,32.06,31.53
2019-02-02,12.716321145331325,32.09,31.56
2019-02-03,12.72685451552539,32.09,31.56
2019-02-04,12.737396610875606,32.09,31.56
2019-02-05,12.747947438609323,32.17,31.65
2019-02-06,12.758507005959874,32.19,31.68
2019-02-07,12.76907532016659,32.22,31.71
2019-02-08,12.779652388474794,32.25,31.74
2019-02-09,12.790238218135812,32.27,31.77
2019-02-10,12.800832816406977,32.27,31.77
2019-02-11,12.811436190551635,32.27,31.77
2019-02-12,12.822048347839145,32.35,31.85
2019-02-13,12.832669295544889,32.38,31.88
2019-02-14,12.843299040950276,32.41,31.91
2019-02-15,12.853937591342746,32.43,31.94
2019-02-16,12.867067914042748,32.46,31.97
2019-02-17,12.880211649393384,32.46,31.97
2019-02-18,12.893368811095707,32.46,31.97
2019-02-19,12.906539412864758,32.56,32.06
2019-02-20,12.919723468429595,32.59,32.09
2019-02-21,12.932920991533294,32.63,32.1
2019-02-22,12.946131995932975,32.66,32.12
2019-02-23,12.959356495399808,32.69,32.13
2019-02-24,12.97259450371903,32.69,32.13
2019-02-25,12.985846034689962,32.69,32.13
2019-02-26,12.999111102126017,32.79,32.18
2019-02-27,13.012389719854722,32.83,32.19
2019-02-28,13.02568190171773,32.86,32.21
2019-03-01,13.038987661570829,32.89,32.22
2019-03-02,13.052307013283963,32.93,32.24
2019-03-03,13.065639970741243,32.93,32.24
2019-03-04,13.078986547840964,32.93,32.24
2019-03-05,13.09234675849562,32.93,32.24
2019-03-06,13.105720616631912,32.93,32.24
2019-03-07,13.11910813619077,33.1,32.31
2019-03-08,13.132509331127364,33.13,32.33
2019-03-09,13.14592421541112,33.16,32.34
2019-03-10,13.159352803025733,33.16,32.34
2019-03-11,13.172795107969183,33.16,32.34
2019-03-12,13.186251144253747,33.27,32.39
2019-03-13,13.19972092590602,33.3,32.4
2019-03-14,13.21320446696692,33.33,32.42
2019-03-15,13.226701781491709,33.37,32.43
2019-03-16,13.242624268065596,33.4,32.45
2019-03-17,13.25856592234908,33.4,32.45
2019-03-18,13.274526767416518,33.4,32.45
2019-03-19,13.29050682637004,33.52,32.49
2019-03-20,13.306506122339586,33.56,32.51
2019-03-21,13.322524678482944,33.6,32.52
2019-03-22,13.338562517985778,33.64,32.53
2019-03-23,13.354619664061662,33.68,32.55
2019-03-24,13.370696139952116,33.68,32.55
2019-03-25,13.386791968926639,33.68,32.55
2019-03-26,13.40290717428274,33.81,32.59
2019-03-27,13.419041779345976,33.85,32.6
2019-03-28,13.435195807469983,33.89,32.62
2019-03-29,13.451369282036508,33.93,32.63
2019-03-30,13.467562226455449,33.97,32.64
2019-03-31,13.483774664164885,33.97,32.64
2019-04-01,13.500006618631108,33.97,32.64
2019-04-02,13.516258113348659,34.09,32.68
2019-04-03,13.532529171840363,34.09,32.68
2019-04-04,13.548819817657362,34.17,32.71
2019-04-05,13.56513007437915,34.22,32.72
2019-04-06,13.581459965613604,34.26,32.74
2019-04-07,13.597809514997023,34.26,32.74
2019-04-08,13.614178746194158,34.26,32.74
2019-04-09,13.63056768289825,34.38,32.78
2019-04-10,13.646976348831059,34.42,32.79
2019-04-11,13.663404767742904,34.46,32.81
2019-04-12,13.679852963412696,34.5,32.82
2019-04-13,13.696320959647968,34.55,32.83
2019-04-14,13.712808780284917,34.55,32.83
2019-04-15,13.729316449188428,34.55,32.83
2019-04-16,13.75035164181427,34.67,32.87
2019-04-17,13.771419063235365,34.72,32.89
2019-04-18,13.79251876283064,34.78,32.9
2019-04-19,13.813650790054679,34.78,32.9
2019-04-20,13.834815194437834,34.78,32.9
2019-04-21,13.856012025586345,34.78,32.9
2019-04-22,13.87724133318246,34.78,32.9
2019-04-23,13.898503166984538,35.04,33.02
2019-04-24,13.919797576827184,35.1,33.06
2019-04-25,13.941124612621351,35.15,33.09
2019-04-26,13.962484324354465,35.21,33.12
2019-04-27,13.983876762090537,35.26,33.15
2019-04-28,14.005301975970285,35.26,33.15
2019-04-29,14.02676001621125,35.26,33.15
2019-04-30,14.048250933107912,35.42,33.25
2019-05-01,14.069774777031807,35.48,33.28
2019-05-02,14.09133159843165,35.48,33.28
2019-05-03,14.112921447833449,35.59,33.34
2019-05-04,14.134544375840626,35.64,33.37
2019-05-05,14.156200433134135,35.64,33.37
2019-05-06,14.177889670472576,35.64,33.37
2019-05-07,14.199612138692322,35.8,33.47
2019-05-08,14.221367888707633,35.86,33.5
2019-05-09,14.243156971510777,35.91,33.53
2019-05-10,14.264979438172148,35.97,33.56
2019-05-11,14.286835339840389,36.02,33.6
2019-05-12,14.308724727742508,36.02,33.6
2019-05-13,14.330647653184,36.02,33.6
2019-05-14,14.352604167548968,36.19,33.69
2019-05-15,14.374594322300242,36.25,33.72
2019-05-16,14.390106277631167,36.3,33.76
2019-05-17,14.405634972269846,36.34,33.79
2019-05-18,14.42118042428005,36.38,33.82
2019-05-19,14.436742651745046,36.38,33.82
2019-05-20,14.45232167276761,36.38,33.82
2019-05-21,14.467917505470057,36.5,33.91
2019-05-22,14.483530167994259,36.54,33.94
2019-05-23,14.49915967850166,36.58,33.96
2019-05-24,14.514806055173311,36.62,33.99
2019-05-25,14.530469316209876,36.65,34.01
2019-05-26,14.54614947983166,36.65,34.01
2019-05-27,14.561846564278634,36.65,34.01
2019-05-28,14.577560587810446,36.77,34.09
2019-05-29,14.593291568706455,36.81,34.12
2019-05-30,14.609039525265741,36.85,34.14
2019-05-31,14.624804475807135,36.89,34.17
2019-06-01,14.640586438669231,36.93,34.2
2019-06-02,14.656385432210419,36.93,34.2
2019-06-03,14.672201474808892,36.93,34.2
2019-06-04,14.688034584862683,37.05,34.28
2019-06-05,14.703884780789675,37.09,34.3
2019-06-06,14.719752081027627,37.13,34.33
2019-06-07,14.735636504034193,37.17,34.35
2019-06-08,14.751538068286948,37.21,34.38
2019-06-09,14.767456792283404,37.21,34.38
2019-06-10,14.783392694541035,37.21,34.38
2019-06-11,14.799345793597299,37.33,34.46
2019-06-12,14.815316108009656,37.37,34.49
2019-06-13,14.831303656355592,37.41,34.51
2019-06-14,14.847308457232643,37.45,34.54
2019-06-15,14.863330529258409,37.49,34.57
2019-06-16,14.878463750213449,37.49,34.57
2019-06-17,14.893612379180576,37.49,34.57
2019-06-18,14.908776431847585,37.49,34.57
2019-06-19,14.92395592391824,37.65,34.67
2019-06-20,14.9391508711123,37.69,34.7
2019-06-21,14.95436128916552,37.69,34.7
2019-06-22,14.969587193829684,37.76,34.77
2019-06-23,14.984828600872607,37.76,34.77
2019-06-24,15.000085526078166,37.76,34.77
2019-06-25,15.015357985246304,37.88,34.87
2019-06-26,15.03064599419305,37.92,34.91
2019-06-27,15.045949568750538,37.96,34.95
2019-06-28,15.061268724767022,38.0,34.98
2019-06-29,15.076603478106891,38.03,35.02
2019-06-30,15.091953844650687,38.03,35.02
2019-07-01,15.107319840295121,38.03,35.02
2019-07-02,15.122701480953088,38.15,35.12
2019-07-03,15.138098782553685,38.19,35.16
2019-07-04,15.15351176104223,38.23,35.2
2019-07-05,15.168940432380273,38.27,35.23
2019-07-06,15.184384812545618,38.31,35.27
2019-07-07,15.199844917532333,38.31,35.27
