indice_tiempo,cer_diario,uva_diario,uvi_diario,usd_date_cotizacion,usd_date_cotizacion_int,usd_compra,usd_venta,uva_deuda,pesos_deuda,usd_deuda
2018-01-25,8.5258557721279,21.51,22.23,2018-01-25 00:00:00 +0000 UTC,20180125,19.348,19.854,46715.66,1004853.8466,50612.1611060744
2018-01-26,8.53425628207509,21.53,22.23,2018-01-26 00:00:00 +0000 UTC,20180126,19.334,19.847,46715.66,1005788.1598,50677.0877109891
2018-01-27,8.54266506902921,21.55,22.24,2018-01-27 00:00:00 +0000 UTC,20180129,19.365,19.878,46715.66,1006722.473,50645.0585068921
2018-01-28,8.55108214114559,21.55,22.24,2018-01-28 00:00:00 +0000 UTC,20180129,19.365,19.878,46715.66,1006722.473,50645.0585068921
2018-01-29,8.55950750658758,21.55,22.24,2018-01-29 00:00:00 +0000 UTC,20180129,19.365,19.878,46715.66,1006722.473,50645.0585068921
2018-01-30,8.56794117352658,21.62,22.26,2018-01-30 00:00:00 +0000 UTC,20180130,19.384,19.897,46715.66,1009992.5692,50761.0478564608
2018-01-31,8.57638315014204,21.64,22.26,2018-01-31 00:00:00 +0000 UTC,20180131,19.421,19.934,46715.66,1010926.8824,50713.6993277817
2018-02-01,8.58483344462147,21.66,22.27,2018-02-01 00:00:00 +0000 UTC,20180201,19.193,19.707,46715.66,1011861.1956,51345.2679555488
2018-02-02,8.59329206516045,21.68,22.28,2018-02-02 00:00:00 +0000 UTC,20180202,19.294,19.807,46715.66,1012795.5088,51133.2109254304
2018-02-03,8.60175901996262,21.7,22.28,2018-02-03 00:00:00 +0000 UTC,20180205,19.287,19.796,46715.66,1013729.822,51208.8210749647
2018-02-04,8.61023431723972,21.7,22.28,2018-02-04 00:00:00 +0000 UTC,20180205,19.287,19.796,46715.66,1013729.822,51208.8210749647
2018-02-05,8.61871796521158,21.7,22.28,2018-02-05 00:00:00 +0000 UTC,20180205,19.287,19.796,46715.66,1013729.822,51208.8210749647
2018-02-06,8.62720997210612,21.77,22.3,2018-02-06 00:00:00 +0000 UTC,20180206,19.424,19.937,46715.66,1016999.9182,51010.6795505843
2018-02-07,8.63571034615936,21.79,22.31,2018-02-07 00:00:00 +0000 UTC,20180207,19.426,19.951,46715.66,1017934.2314,51021.7147711894
2018-02-08,8.64421909561547,21.81,22.32,2018-02-08 00:00:00 +0000 UTC,20180208,19.682,20.217,46715.66,1018868.5446,50396.623861107
2018-02-09,8.6527362287267,21.83,22.32,2018-02-09 00:00:00 +0000 UTC,20180209,19.816,20.349,46715.66,1019802.8578,50115.625229741
2018-02-10,8.66126175375345,21.85,22.33,2018-02-10 00:00:00 +0000 UTC,20180214,19.681,20.226,46715.66,1020737.171,50466.5861267675
2018-02-11,8.66979567896427,21.85,22.33,2018-02-11 00:00:00 +0000 UTC,20180214,19.681,20.226,46715.66,1020737.171,50466.5861267675
2018-02-12,8.67833801263584,21.85,22.33,2018-02-12 00:00:00 +0000 UTC,20180214,19.681,20.226,46715.66,1020737.171,50466.5861267675
2018-02-13,8.68688876305301,21.85,22.33,2018-02-13 00:00:00 +0000 UTC,20180214,19.681,20.226,46715.66,1020737.171,50466.5861267675
2018-02-14,8.69544793850876,21.85,22.33,2018-02-14 00:00:00 +0000 UTC,20180214,19.681,20.226,46715.66,1020737.171,50466.5861267675
2018-02-15,8.70401554730429,21.96,22.36,2018-02-15 00:00:00 +0000 UTC,20180215,19.489,20.02,46715.66,1025875.8936,51242.5521278721
2018-02-16,8.70965375807835,21.98,22.37,2018-02-16 00:00:00 +0000 UTC,20180219,19.642,20.177,46715.66,1026810.2068,50890.1326659067
2018-02-17,8.71529562112308,21.99,22.37,2018-02-17 00:00:00 +0000 UTC,20180219,19.642,20.177,46715.66,1027277.3634,50913.2855925063
2018-02-18,8.72094113880433,21.99,22.37,2018-02-18 00:00:00 +0000 UTC,20180219,19.642,20.177,46715.66,1027277.3634,50913.2855925063
2018-02-19,8.72659031348946,21.99,22.37,2018-02-19 00:00:00 +0000 UTC,20180219,19.642,20.177,46715.66,1027277.3634,50913.2855925063
2018-02-20,8.73224314754736,22.04,22.39,2018-02-20 00:00:00 +0000 UTC,20180220,19.635,20.172,46715.66,1029613.1464,51041.6987110847
2018-02-21,8.73789964334848,22.05,22.4,2018-02-21 00:00:00 +0000 UTC,20180221,19.674,20.21,46715.66,1030080.303,50968.8423057892
2018-02-22,8.74355980326479,22.07,22.41,2018-02-22 00:00:00 +0000 UTC,20180222,19.734,20.271,46715.66,1031014.6162,50861.5567164915
2018-02-23,8.7492236296698,22.08,22.42,2018-02-23 00:00:00 +0000 UTC,20180223,19.74,20.276,46715.66,1031481.7728,50872.0542907871
2018-02-24,8.75489112493855,22.09,22.43,2018-02-24 00:00:00 +0000 UTC,20180226,19.949,20.481,46715.66,1031948.9294,50385.6710805137
2018-02-25,8.76056229144763,22.09,22.43,2018-02-25 00:00:00 +0000 UTC,20180226,19.949,20.481,46715.66,1031948.9294,50385.6710805137
2018-02-26,8.76623713157515,22.09,22.43,2018-02-26 00:00:00 +0000 UTC,20180226,19.949,20.481,46715.66,1031948.9294,50385.6710805137
2018-02-27,8.7719156477008,22.14,22.45,2018-02-27 00:00:00 +0000 UTC,20180227,19.958,20.493,46715.66,1034284.7124,50470.1465085639
2018-02-28,8.77759784220576,22.15,22.46,2018-02-28 00:00:00 +0000 UTC,20180228,19.885,20.421,46715.66,1034751.869,50670.9695411586
2018-03-01,8.7832837174728,22.17,22.47,2018-03-01 00:00:00 +0000 UTC,20180301,19.918,20.46,46715.66,1035686.1822,50620.0480058651
2018-03-02,8.78897327588619,22.18,22.48,2018-03-02 00:00:00 +0000 UTC,20180302,19.998,20.54,46715.66,1036153.3388,50445.6348003895
2018-03-03,8.79466651983179,22.2,22.49,2018-03-03 00:00:00 +0000 UTC,20180305,19.974,20.52,46715.66,1037087.652,50540.3339181287
2018-03-04,8.80036345169696,22.2,22.49,2018-03-04 00:00:00 +0000 UTC,20180305,19.974,20.52,46715.66,1037087.652,50540.3339181287
2018-03-05,8.80606407387064,22.2,22.49,2018-03-05 00:00:00 +0000 UTC,20180305,19.974,20.52,46715.66,1037087.652,50540.3339181287
2018-03-06,8.8117683887433,22.24,22.51,2018-03-06 00:00:00 +0000 UTC,20180306,20.068,20.614,46715.66,1038956.2784,50400.5180168817
2018-03-07,8.81747639870697,22.25,22.52,2018-03-07 00:00:00 +0000 UTC,20180307,20.147,20.694,46715.66,1039423.435,50228.251425534
2018-03-08,8.82318810615522,22.27,22.53,2018-03-08 00:00:00 +0000 UTC,20180308,20.128,20.677,46715.66,1040357.7482,50314.7336750979
2018-03-09,8.82890351348317,22.28,22.54,2018-03-09 00:00:00 +0000 UTC,20180309,19.994,20.544,46715.66,1040824.9048,50663.2060358256
2018-03-10,8.83462262308751,22.3,22.55,2018-03-10 00:00:00 +0000 UTC,20180312,19.96,20.51,46715.66,1041759.218,50792.7458800585
2018-03-11,8.84034543736645,22.3,22.55,2018-03-11 00:00:00 +0000 UTC,20180312,19.96,20.51,46715.66,1041759.218,50792.7458800585
2018-03-12,8.84607195871979,22.3,22.55,2018-03-12 00:00:00 +0000 UTC,20180312,19.96,20.51,46715.66,1041759.218,50792.7458800585
2018-03-13,8.85180218954885,22.34,22.58,2018-03-13 00:00:00 +0000 UTC,20180313,19.958,20.508,46715.66,1043627.8444,50888.8162863273
2018-03-14,8.85753613225652,22.35,22.58,2018-03-14 00:00:00 +0000 UTC,20180314,19.97,20.516,46715.66,1044095.001,50891.7430785728
2018-03-15,8.86327378924726,22.37,22.59,2018-03-15 00:00:00 +0000 UTC,20180315,20.059,20.609,46715.66,1045029.3142,50707.424630016
2018-03-16,8.87005722467455,22.38,22.6,2018-03-16 00:00:00 +0000 UTC,20180316,19.983,20.532,46715.66,1045496.4708,50920.3424313267
2018-03-17,8.87684585174968,22.4,22.61,2018-03-17 00:00:00 +0000 UTC,20180319,19.985,20.536,46715.66,1046430.784,50955.9205298013
2018-03-18,8.88363967444603,22.4,22.61,2018-03-18 00:00:00 +0000 UTC,20180319,19.985,20.536,46715.66,1046430.784,50955.9205298013
2018-03-19,8.89043869674002,22.4,22.61,2018-03-19 00:00:00 +0000 UTC,20180319,19.985,20.536,46715.66,1046430.784,50955.9205298013
2018-03-20,8.89724292261114,22.45,22.64,2018-03-20 00:00:00 +0000 UTC,20180320,19.995,20.545,46715.66,1048766.567,51047.2897055245
2018-03-21,8.9040523560419,22.47,22.65,2018-03-21 00:00:00 +0000 UTC,20180321,20.027,20.595,46715.66,1049700.8802,50968.7244573926
2018-03-22,8.91086700101785,22.49,22.67,2018-03-22 00:00:00 +0000 UTC,20180322,20.017,20.571,46715.66,1050635.1934,51073.6081571144
2018-03-23,8.91768686152762,22.5,22.69,2018-03-23 00:00:00 +0000 UTC,20180323,19.958,20.504,46715.66,1051102.35,51263.2827740929
2018-03-24,8.92451194156287,22.52,22.71,2018-03-24 00:00:00 +0000 UTC,20180326,19.936,20.471,46715.66,1052036.6632,51391.5618777783
2018-03-25,8.93134224511832,22.52,22.71,2018-03-25 00:00:00 +0000 UTC,20180326,19.936,20.471,46715.66,1052036.6632,51391.5618777783
2018-03-26,8.93817777619176,22.52,22.71,2018-03-26 00:00:00 +0000 UTC,20180326,19.936,20.471,46715.66,1052036.6632,51391.5618777783
2018-03-27,8.94501853878402,22.57,22.76,2018-03-27 00:00:00 +0000 UTC,20180327,19.93,20.48,46715.66,1054372.4462,51483.0295996094
2018-03-28,8.951864536899,22.59,22.78,2018-03-28 00:00:00 +0000 UTC,20180328,19.894,20.443,46715.66,1055306.7594,51621.9126057819
2018-03-29,8.95871577454366,22.61,22.79,2018-03-29 00:00:00 +0000 UTC,20180403,19.896,20.436,46715.66,1056241.0726,51685.3137893913
2018-03-30,8.96557225572805,22.61,22.79,2018-03-30 00:00:00 +0000 UTC,20180403,19.896,20.436,46715.66,1056241.0726,51685.3137893913
2018-03-31,8.97243398446526,22.61,22.79,2018-03-31 00:00:00 +0000 UTC,20180403,19.896,20.436,46715.66,1056241.0726,51685.3137893913
2018-04-01,8.97930096477146,22.61,22.79,2018-04-01 00:00:00 +0000 UTC,20180403,19.896,20.436,46715.66,1056241.0726,51685.3137893913
2018-04-02,8.9861732006659,22.61,22.79,2018-04-02 00:00:00 +0000 UTC,20180403,19.896,20.436,46715.66,1056241.0726,51685.3137893913
2018-04-03,8.9930506961709,22.61,22.79,2018-04-03 00:00:00 +0000 UTC,20180403,19.896,20.436,46715.66,1056241.0726,51685.3137893913
2018-04-04,8.99993345531187,22.71,22.9,2018-04-04 00:00:00 +0000 UTC,20180404,19.942,20.489,46715.66,1060912.6386,51779.6202157255
2018-04-05,9.00682148211727,22.73,22.92,2018-04-05 00:00:00 +0000 UTC,20180405,19.948,20.495,46715.66,1061846.9518,51810.0488802147
2018-04-06,9.01371478061869,22.75,22.93,2018-04-06 00:00:00 +0000 UTC,20180406,19.947,20.496,46715.66,1062781.265,51853.106215847
2018-04-07,9.02061335485077,22.76,22.95,2018-04-07 00:00:00 +0000 UTC,20180409,19.952,20.499,46715.66,1063248.4216,51868.3068247232
2018-04-08,9.02751720885124,22.76,22.95,2018-04-08 00:00:00 +0000 UTC,20180409,19.952,20.499,46715.66,1063248.4216,51868.3068247232
2018-04-09,9.03442634666093,22.76,22.95,2018-04-09 00:00:00 +0000 UTC,20180409,19.952,20.499,46715.66,1063248.4216,51868.3068247232
2018-04-10,9.04134077232377,22.81,23,2018-04-10 00:00:00 +0000 UTC,20180410,19.948,20.499,46715.66,1065584.2046,51982.2530172204
2018-04-11,9.04826048988678,22.83,23.02,2018-04-11 00:00:00 +0000 UTC,20180411,19.917,20.466,46715.66,1066518.5178,52111.7227499267
2018-04-12,9.05518550340006,22.85,23.04,2018-04-12 00:00:00 +0000 UTC,20180412,19.934,20.483,46715.66,1067452.831,52114.0863643021
2018-04-13,9.06211581691683,22.87,23.06,2018-04-13 00:00:00 +0000 UTC,20180413,19.95,20.499,46715.66,1068387.1442,52118.988448217
2018-04-14,9.0690514344934,22.88,23.07,2018-04-14 00:00:00 +0000 UTC,20180416,19.963,20.513,46715.66,1068854.3008,52106.1912348267
2018-04-15,9.07599236018919,22.88,23.07,2018-04-15 00:00:00 +0000 UTC,20180416,19.963,20.513,46715.66,1068854.3008,52106.1912348267
2018-04-16,9.08287441509998,22.88,23.07,2018-04-16 00:00:00 +0000 UTC,20180416,19.963,20.513,46715.66,1068854.3008,52106.1912348267
2018-04-17,9.0897616884682,22.94,23.13,2018-04-17 00:00:00 +0000 UTC,20180417,19.938,20.488,46715.66,1071657.2404,52306.581433034
2018-04-18,9.09665418425086,22.95,23.14,2018-04-18 00:00:00 +0000 UTC,20180418,19.899,20.446,46715.66,1072124.397,52436.8774821481
2018-04-19,9.10355190640795,22.97,23.16,2018-04-19 00:00:00 +0000 UTC,20180419,19.906,20.467,46715.66,1073058.7102,52428.7247862413
2018-04-20,9.11045485890248,22.99,23.18,2018-04-20 00:00:00 +0000 UTC,20180420,19.932,20.479,46715.66,1073993.0234,52443.6263196445
2018-04-21,9.11736304570046,23.01,23.19,2018-04-21 00:00:00 +0000 UTC,20180423,19.962,20.511,46715.66,1074927.3366,52407.3588123446
2018-04-22,9.12427647077091,23.01,23.19,2018-04-22 00:00:00 +0000 UTC,20180423,19.962,20.511,46715.66,1074927.3366,52407.3588123446
2018-04-23,9.13119513808585,23.01,23.19,2018-04-23 00:00:00 +0000 UTC,20180423,19.962,20.511,46715.66,1074927.3366,52407.3588123446
2018-04-24,9.13811905162032,23.06,23.23,2018-04-24 00:00:00 +0000 UTC,20180424,19.989,20.539,46715.66,1077263.1196,52449.6382297093
2018-04-25,9.14504821535236,23.08,23.25,2018-04-25 00:00:00 +0000 UTC,20180425,20.006,20.555,46715.66,1078197.4328,52454.2657650207
2018-04-26,9.15198263326306,23.09,23.26,2018-04-26 00:00:00 +0000 UTC,20180426,20.296,20.837,46715.66,1078664.5894,51766.7893362768
2018-04-27,9.1589223093365,23.11,23.27,2018-04-27 00:00:00 +0000 UTC,20180427,20.327,20.881,46715.66,1079598.9026,51702.4521143623
2018-04-28,9.16586724755978,23.13,23.28,2018-04-28 00:00:00 +0000 UTC,20180502,20.936,21.524,46715.66,1080533.2158,50201.3201914142
2018-04-29,9.17281745192304,23.13,23.28,2018-04-29 00:00:00 +0000 UTC,20180502,20.936,21.524,46715.66,1080533.2158,50201.3201914142
2018-04-30,9.17977292641944,23.13,23.28,2018-04-30 00:00:00 +0000 UTC,20180502,20.936,21.524,46715.66,1080533.2158,50201.3201914142
2018-05-01,9.18673367504515,23.13,23.28,2018-05-01 00:00:00 +0000 UTC,20180502,20.936,21.524,46715.66,1080533.2158,50201.3201914142
2018-05-02,9.19369970179941,23.13,23.28,2018-05-02 00:00:00 +0000 UTC,20180502,20.936,21.524,46715.66,1080533.2158,50201.3201914142
2018-05-03,9.20067101068444,23.22,23.35,2018-05-03 00:00:00 +0000 UTC,20180503,22.345,22.986,46715.66,1084737.6252,47191.2305403289
2018-05-04,9.20764760570554,23.23,23.36,2018-05-04 00:00:00 +0000 UTC,20180504,21.515,22.28,46715.66,1085204.7818,48707.5754847397
2018-05-05,9.21462949087102,23.25,23.38,2018-05-05 00:00:00 +0000 UTC,20180507,21.56,22.33,46715.66,1086139.095,48640.3535602329
2018-05-06,9.22161667019225,23.25,23.38,2018-05-06 00:00:00 +0000 UTC,20180507,21.56,22.33,46715.66,1086139.095,48640.3535602329
2018-05-07,9.22860914768363,23.25,23.38,2018-05-07 00:00:00 +0000 UTC,20180507,21.56,22.33,46715.66,1086139.095,48640.3535602329
2018-05-08,9.23560692736259,23.31,23.42,2018-05-08 00:00:00 +0000 UTC,20180508,22.049,22.903,46715.66,1088942.0346,47545.8252019386
2018-05-09,9.24261001324964,23.32,23.43,2018-05-09 00:00:00 +0000 UTC,20180509,22.294,23.126,46715.66,1089409.1912,47107.5495632621
2018-05-10,9.2496184093683,23.34,23.44,2018-05-10 00:00:00 +0000 UTC,20180510,22.436,23.221,46715.66,1090343.5044,46955.0624176392
2018-05-11,9.25663211974518,23.36,23.46,2018-05-11 00:00:00 +0000 UTC,20180511,22.718,23.726,46715.66,1091277.8176,45995.0188653798
2018-05-12,9.26365114840991,23.38,23.47,2018-05-12 00:00:00 +0000 UTC,20180514,24.461,25.51,46715.66,1092212.1308,42815.0580478244
2018-05-13,9.2706754993952,23.38,23.47,2018-05-13 00:00:00 +0000 UTC,20180514,24.461,25.51,46715.66,1092212.1308,42815.0580478244
2018-05-14,9.2777051767368,23.38,23.47,2018-05-14 00:00:00 +0000 UTC,20180514,24.461,25.51,46715.66,1092212.1308,42815.0580478244
2018-05-15,9.28474018447353,23.43,23.51,2018-05-15 00:00:00 +0000 UTC,20180515,23.683,24.677,46715.66,1094547.9138,44354.9829314747
2018-05-16,9.29272307903744,23.45,23.52,2018-05-16 00:00:00 +0000 UTC,20180516,23.775,24.801,46715.66,1095482.227,44170.8893593
2018-05-17,9.30071283718659,23.47,23.53,2018-05-17 00:00:00 +0000 UTC,20180517,23.875,24.891,46715.66,1096416.5402,44048.7140010446
2018-05-18,9.30870946482218,23.49,23.55,2018-05-18 00:00:00 +0000 UTC,20180518,24.039,25.052,46715.66,1097350.8534,43802.9240539677
2018-05-19,9.31671296785053,23.51,23.56,2018-05-19 00:00:00 +0000 UTC,20180521,23.924,24.9,46715.66,1098285.1666,44107.8380160643
2018-05-20,9.32472335218298,23.51,23.56,2018-05-20 00:00:00 +0000 UTC,20180521,23.924,24.9,46715.66,1098285.1666,44107.8380160643
2018-05-21,9.332740623736,23.51,23.56,2018-05-21 00:00:00 +0000 UTC,20180521,23.924,24.9,46715.66,1098285.1666,44107.8380160643
2018-05-22,9.34076478843112,23.57,23.65,2018-05-22 00:00:00 +0000 UTC,20180522,23.905,24.864,46715.66,1101088.1062,44284.4315556628
2018-05-23,9.34879585219498,23.59,23.69,2018-05-23 00:00:00 +0000 UTC,20180523,24.031,24.993,46715.66,1102022.4194,44093.2428840075
2018-05-24,9.3568338209593,23.61,23.73,2018-05-24 00:00:00 +0000 UTC,20180524,24.2,25.164,46715.66,1102956.7326,43830.7396518836
2018-05-25,9.36487870066091,23.63,23.76,2018-05-25 00:00:00 +0000 UTC,20180528,24.288,25.253,46715.66,1103891.0458,43713.2636043242
2018-05-26,9.37293049724174,23.63,23.76,2018-05-26 00:00:00 +0000 UTC,20180528,24.288,25.253,46715.66,1103891.0458,43713.2636043242
2018-05-27,9.38098921664883,23.63,23.76,2018-05-27 00:00:00 +0000 UTC,20180528,24.288,25.253,46715.66,1103891.0458,43713.2636043242
2018-05-28,9.38905486483432,23.63,23.76,2018-05-28 00:00:00 +0000 UTC,20180528,24.288,25.253,46715.66,1103891.0458,43713.2636043242
2018-05-29,9.3971274477555,23.71,23.92,2018-05-29 00:00:00 +0000 UTC,20180529,24.503,25.473,46715.66,1107628.2986,43482.4441015978
2018-05-30,9.40520697137476,23.73,23.96,2018-05-30 00:00:00 +0000 UTC,20180530,24.518,25.491,46715.66,1108562.6118,43488.3924443921
2018-05-31,9.41329344165961,23.75,23.99,2018-05-31 00:00:00 +0000 UTC,20180531,24.591,25.514,46715.66,1109496.925,43485.8087716548
2018-06-01,9.4213868645827,23.77,24.03,2018-06-01 00:00:00 +0000 UTC,20180601,24.591,25.565,46715.66,1110431.2382,43435.6048582046
2018-06-02,9.42948724612181,23.79,24.07,2018-06-02 00:00:00 +0000 UTC,20180604,24.591,25.554,46715.66,1111365.5514,43490.8644987086
2018-06-03,9.43759459225988,23.79,24.07,2018-06-03 00:00:00 +0000 UTC,20180604,24.591,25.554,46715.66,1111365.5514,43490.8644987086
2018-06-04,9.44570890898497,23.79,24.07,2018-06-04 00:00:00 +0000 UTC,20180604,24.591,25.554,46715.66,1111365.5514,43490.8644987086
2018-06-05,9.4538302022903,23.85,24.19,2018-06-05 00:00:00 +0000 UTC,20180605,24.585,25.548,46715.66,1114168.491,43610.7910991076
2018-06-06,9.46195847817423,23.87,24.23,2018-06-06 00:00:00 +0000 UTC,20180606,24.507,25.466,46715.66,1115102.8042,43787.9056074766
2018-06-07,9.4700937426403,23.89,24.27,2018-06-07 00:00:00 +0000 UTC,20180607,24.568,25.535,46715.66,1116037.1174,43706.1726023106
2018-06-08,9.47823600169718,23.92,24.3,2018-06-08 00:00:00 +0000 UTC,20180608,24.993,25.952,46715.66,1117438.5872,43057.8987053021
2018-06-09,9.48638526135875,23.94,24.34,2018-06-09 00:00:00 +0000 UTC,20180611,25.467,26.443,46715.66,1118372.9004,42293.7223613055
2018-06-10,9.49454152764402,23.94,24.34,2018-06-10 00:00:00 +0000 UTC,20180611,25.467,26.443,46715.66,1118372.9004,42293.7223613055
2018-06-11,9.50270480657719,23.94,24.34,2018-06-11 00:00:00 +0000 UTC,20180611,25.467,26.443,46715.66,1118372.9004,42293.7223613055
2018-06-12,9.51087510418764,24,24.46,2018-06-12 00:00:00 +0000 UTC,20180612,25.412,26.382,46715.66,1121175.84,42497.7575619741
2018-06-13,9.51905242650995,24.02,24.5,2018-06-13 00:00:00 +0000 UTC,20180613,25.716,26.687,46715.66,1122110.1532,42047.0698542361
2018-06-14,9.52723677958385,24.04,24.54,2018-06-14 00:00:00 +0000 UTC,20180614,27.263,28.428,46715.66,1123044.4664,39504.870775292
2018-06-15,9.5354281694543,24.06,24.58,2018-06-15 00:00:00 +0000 UTC,20180615,27.742,28.847,46715.66,1123978.7796,38963.4547647936
2018-06-16,9.54203613834804,24.08,24.62,2018-06-16 00:00:00 +0000 UTC,20180618,27.301,28.411,46715.66,1124913.0928,39594.2801309352
2018-06-17,9.54864868650682,24.08,24.62,2018-06-17 00:00:00 +0000 UTC,20180618,27.301,28.411,46715.66,1124913.0928,39594.2801309352
2018-06-18,9.55526581710404,24.08,24.62,2018-06-18 00:00:00 +0000 UTC,20180618,27.301,28.411,46715.66,1124913.0928,39594.2801309352
2018-06-19,9.56188753331528,24.13,24.74,2018-06-19 00:00:00 +0000 UTC,20180619,27.357,28.463,46715.66,1127248.8758,39604.0078628395
2018-06-20,9.56851383831834,24.15,24.78,2018-06-20 00:00:00 +0000 UTC,20180621,27.106,28.194,46715.66,1128183.189,40015.0098957225
2018-06-21,9.57514473529321,24.15,24.78,2018-06-21 00:00:00 +0000 UTC,20180621,27.106,28.194,46715.66,1128183.189,40015.0098957225
2018-06-22,9.58178022742209,24.18,24.82,2018-06-22 00:00:00 +0000 UTC,20180622,26.676,27.757,46715.66,1129584.6588,40695.4879417805
2018-06-23,9.58842031788937,24.2,24.84,2018-06-23 00:00:00 +0000 UTC,20180625,26.573,27.664,46715.66,1130518.972,40866.0704164257
2018-06-24,9.59506500988166,24.2,24.84,2018-06-24 00:00:00 +0000 UTC,20180625,26.573,27.664,46715.66,1130518.972,40866.0704164257
2018-06-25,9.60171430658779,24.2,24.84,2018-06-25 00:00:00 +0000 UTC,20180625,26.573,27.664,46715.66,1130518.972,40866.0704164257
2018-06-26,9.60836821119878,24.25,24.9,2018-06-26 00:00:00 +0000 UTC,20180626,26.639,27.726,46715.66,1132854.755,40858.9322296761
2018-06-27,9.61502672690787,24.26,24.93,2018-06-27 00:00:00 +0000 UTC,20180627,26.96,28.051,46715.66,1133321.9116,40402.1928487398
2018-06-28,9.6216898569105,24.28,24.95,2018-06-28 00:00:00 +0000 UTC,20180628,27.589,28.679,46715.66,1134256.2248,39550.061885003
2018-06-29,9.62835760440435,24.3,24.97,2018-06-29 00:00:00 +0000 UTC,20180629,28.552,29.57,46715.66,1135190.538,38389.9404125803
2018-06-30,9.6350299725893,24.31,24.99,2018-06-30 00:00:00 +0000 UTC,20180702,27.962,29.038,46715.66,1135657.6946,39109.3634065707
2018-07-01,9.64170696466743,24.31,24.99,2018-07-01 00:00:00 +0000 UTC,20180702,27.962,29.038,46715.66,1135657.6946,39109.3634065707
2018-07-02,9.64838858384308,24.31,24.99,2018-07-02 00:00:00 +0000 UTC,20180702,27.962,29.038,46715.66,1135657.6946,39109.3634065707
2018-07-03,9.65507483332278,24.37,25.05,2018-07-03 00:00:00 +0000 UTC,20180703,27.588,28.666,46715.66,1138460.6342,39714.6666503872
2018-07-04,9.66176571631529,24.38,25.08,2018-07-04 00:00:00 +0000 UTC,20180704,27.706,28.782,46715.66,1138927.7908,39570.8356194844
2018-07-05,9.6684612360316,24.4,25.1,2018-07-05 00:00:00 +0000 UTC,20180705,27.672,28.749,46715.66,1139862.104,39648.7566176215
2018-07-06,9.67516139568491,24.42,25.12,2018-07-06 00:00:00 +0000 UTC,20180706,27.546,28.622,46715.66,1140796.4172,39857.3271329746
2018-07-07,9.68186619849066,24.43,25.14,2018-07-07 00:00:00 +0000 UTC,20180710,26.971,28.049,46715.66,1141263.5738,40688.2089842775
2018-07-08,9.68857564766651,24.43,25.14,2018-07-08 00:00:00 +0000 UTC,20180710,26.971,28.049,46715.66,1141263.5738,40688.2089842775
2018-07-09,9.69528974643236,24.43,25.14,2018-07-09 00:00:00 +0000 UTC,20180710,26.971,28.049,46715.66,1141263.5738,40688.2089842775
2018-07-10,9.70200849801034,24.43,25.14,2018-07-10 00:00:00 +0000 UTC,20180710,26.971,28.049,46715.66,1141263.5738,40688.2089842775
2018-07-11,9.7087319056248,24.5,25.23,2018-07-11 00:00:00 +0000 UTC,20180711,27.113,28.189,46715.66,1144533.67,40602.1380680407
2018-07-12,9.71545997250233,24.52,25.25,2018-07-12 00:00:00 +0000 UTC,20180712,26.838,27.915,46715.66,1145467.9832,41034.1387497761
2018-07-13,9.72219270187177,24.53,25.27,2018-07-13 00:00:00 +0000 UTC,20180713,26.864,27.94,46715.66,1145935.1398,41014.1424409449
2018-07-14,9.72893009696418,24.55,25.29,2018-07-14 00:00:00 +0000 UTC,20180716,26.922,28,46715.66,1146869.453,40959.6233214286
2018-07-15,9.73567216101286,24.55,25.29,2018-07-15 00:00:00 +0000 UTC,20180716,26.922,28,46715.66,1146869.453,40959.6233214286
2018-07-16,9.74708903553404,24.55,25.29,2018-07-16 00:00:00 +0000 UTC,20180716,26.922,28,46715.66,1146869.453,40959.6233214286
2018-07-17,9.75851929845015,24.61,25.36,2018-07-17 00:00:00 +0000 UTC,20180717,27.081,28.157,46715.66,1149672.3926,40830.7842667898
2018-07-18,9.76996296546156,24.64,25.38,2018-07-18 00:00:00 +0000 UTC,20180718,27.244,28.321,46715.66,1151073.8624,40643.8283393948
2018-07-19,9.78142005228706,24.67,25.4,2018-07-19 00:00:00 +0000 UTC,20180719,27.348,28.356,46715.66,1152475.3322,40643.0854916067
2018-07-20,9.79289057466384,24.7,25.42,2018-07-20 00:00:00 +0000 UTC,20180720,27.195,28.271,46715.66,1153876.802,40814.8562838244
2018-07-21,9.80437454834758,24.73,25.44,2018-07-21 00:00:00 +0000 UTC,20180723,27.234,28.269,46715.66,1155278.2718,40867.3200962185
2018-07-22,9.81587198911242,24.73,25.44,2018-07-22 00:00:00 +0000 UTC,20180723,27.234,28.269,46715.66,1155278.2718,40867.3200962185
2018-07-23,9.827382912751,24.73,25.44,2018-07-23 00:00:00 +0000 UTC,20180723,27.234,28.269,46715.66,1155278.2718,40867.3200962185
2018-07-24,9.83890733507448,24.82,25.5,2018-07-24 00:00:00 +0000 UTC,20180724,27.102,28.136,46715.66,1159482.6812,41209.9332243389
2018-07-25,9.85044527191256,24.85,25.52,2018-07-25 00:00:00 +0000 UTC,20180725,26.996,28.031,46715.66,1160884.151,41414.296707217
2018-07-26,9.86199673911352,24.88,25.54,2018-07-26 00:00:00 +0000 UTC,20180726,27.009,28.043,46715.66,1162285.6208,41446.5506828799
2018-07-27,9.87356175254419,24.9,25.56,2018-07-27 00:00:00 +0000 UTC,20180727,26.971,28.006,46715.66,1163219.934,41534.6687852603
